"SMI","lambda1 (sTDA, nm)","F1 (sTDA)","lamda1  (TD-DFT, nm)","F1 (TD-DFT)","lambda_max (Exp,  nm)","extinction (Lmol-1cm-1)","solvent"
n1ccc(cc1)c1cc[n+](cc1)CCCc1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)CCC[n+]1ccc(cc1)c1ccncc1.O.O.O.O.O.[Br-].[Br-],NaN,NaN,NaN,NaN,448,NaN,NaN
C[Si](C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#C[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,669,NaN,NaN
CC([Si](C(C)C)(C(C)C)C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)[Si](C)(C)C)[Si](C)(C)C)C,NaN,NaN,NaN,NaN,662,NaN,NaN
CC(C#Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C#CC(C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,655,NaN,NaN
C[Si](c1cc2cc3c(cc2cc1[Si](C)(C)C)c(C#Cc1ccccc1)c1c(c3C#Cc2ccccc2)cc2c(c1)cc(c(c2)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,682,NaN,NaN
C[Si](c1cc2cc3c(c4ccccc4)c4cc5cc(c(cc5cc4c(c3cc2cc1[Si](C)(C)C)c1ccccc1)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,627,NaN,NaN
Cc1ccc(cc1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(cc1)C)[Si](C)(C)C)[Si](C)(C)C,NaN,NaN,NaN,NaN,630,NaN,NaN
COc1ccc(cc1)Cc1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)Cc1ccc(cc1)OC)[Si](C)(C)C)[Si](C)(C)C,NaN,NaN,NaN,NaN,629,NaN,NaN
N#Cc1ccc(cc1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(cc1)C#N)[Si](C)(C)C)[Si](C)(C)C,NaN,NaN,NaN,NaN,630,NaN,NaN
CC1=CC=CC(C1)(C)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)C1(C)C=CC=C(C1)C)[Si](C)(C)C)[Si](C)(C)C,NaN,NaN,NaN,NaN,632,NaN,NaN
C[Si](c1cc2cc3c(c4cccs4)c4cc5cc(c(cc5cc4c(c3cc2cc1[Si](C)(C)C)c1cccs1)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,634,NaN,NaN
C[Si](c1ccc(s1)c1c2cc3cc(c(cc3cc2c(c2c1cc1cc(c(cc1c2)[Si](C)(C)C)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)(C)C,NaN,NaN,NaN,NaN,635,NaN,NaN
O=C(Nc1ccc2c(c1)c(C)nc1c2cccc1)NCCNC(=O)Nc1ccc2c(c1)c(C)nc1c2cccc1.O.O.O,NaN,NaN,NaN,NaN,264,NaN,NaN
O=C(Nc1ccc2c(c1)c(C)nc1c2cccc1)NCCCCCCNC(=O)Nc1ccc2c(c1)c(C)nc1c2cccc1.O.O.O,NaN,NaN,NaN,NaN,265,NaN,NaN
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=Cc1sc2c([n+]1CC)cccc2)CC.[I-],NaN,NaN,NaN,NaN,690,NaN,MeOH
CCCCCC[n+]1c(C=Cc2cnc(s2)N=Nc2ccc(cc2)N(CC)CC)sc2c1cccc2.[I-],NaN,NaN,NaN,NaN,693,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=Cc1sc2c([n+]1CC)cc(cc2)I)CC.[I-],NaN,NaN,NaN,NaN,708,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=Cc1sc2c([n+]1CC)ccc(c2)I)CC.[I-],NaN,NaN,NaN,NaN,711,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc([se]1)C=Cc1sc2c([n+]1CC)cccc2)CC.[I-],NaN,NaN,NaN,NaN,693,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=CC1=[N+](CC)c2c(C1(C)C)cccc2)CC.[I-],NaN,NaN,NaN,NaN,729,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=Cc1ccc2c([n+]1CC)cccc2)CC.[I-],NaN,NaN,NaN,NaN,657,NaN,MeOH
CCN(c1ccc(cc1)N=Nc1ncc(s1)C=Cc1cc[n+](c2c1cccc2)CC)CC.[I-],NaN,NaN,NaN,NaN,648,NaN,MeOH
N#CC(=Cc1ccc(s1)c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,NaN,NaN,NaN,NaN,456,NaN,NaN
N#CC(=Cc1ccc(s1)C=Cc1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)C(=O)O,NaN,NaN,NaN,NaN,476,NaN,NaN
CC(c1ccc2c(c1)c1cc(ccc1n2c1ccc(cc1)C1(c2ccc(cc2)n2c3ccc(cc3c3c2ccc(c3)C(C)(C)C)C(C)(C)C)c2ccccc2c2c1cccc2)C(C)(C)C)(C)C,NaN,NaN,NaN,NaN,430,NaN,dichloromethane
CC(c1ccc2c(c1)C(c1ccc(cc1)n1c3ccccc3c3c1cccc3)(c1ccc(cc1)n1c3ccccc3c3c1cccc3)c1c2ccc(c1)C(C)(C)C)(C)C,NaN,NaN,NaN,NaN,436,NaN,dichloromethane
CC(=O)C(Cl)C,NaN,NaN,NaN,NaN,334,NaN,NaN
O=C1Cc2c(C1Cl)cccc2,NaN,NaN,NaN,NaN,337,NaN,NaN
BrCc1cc(CBr)c(cc1CBr)CBr,NaN,NaN,NaN,NaN,385,NaN,NaN
Oc1cccc2c1nc(OCc1cc(COc3ccc4c(n3)c(O)ccc4)c(cc1COc1ccc3c(n1)c(O)ccc3)COc1ccc3c(n1)c(O)ccc3)cc2,NaN,NaN,NaN,NaN,432,NaN,NaN
OC(=O)C=CC(=O)O,NaN,NaN,NaN,NaN,103,NaN,NaN
OC(=O)C#CC(=O)O,NaN,NaN,NaN,NaN,104,NaN,NaN
OC(=O)CCCCCC(=O)O,NaN,NaN,NaN,NaN,104,NaN,NaN
OC(=O)CCCCC(=O)O,NaN,NaN,NaN,NaN,104,NaN,NaN
OC(=O)CCCCCCC(=O)O,NaN,NaN,NaN,NaN,104,NaN,NaN
COc1cc(C#Cc2cc(C#Cc3cc(OC)c(c(c3)OC)OC)nc(n2)C#Cc2cc(OC)c(c(c2)OC)OC)cc(c1OC)OC,NaN,NaN,NaN,NaN,368,NaN,chloroform
Cc1cc2[nH]cc(CCC[n+]3ccccc3)cnc3cc(C)c(cc3[nH]cc(cnc2cc1C)CCC[n+]1ccccc1)C.O.[Br-].[Br-],NaN,NaN,NaN,NaN,438,NaN,NaN
O=C(c1ccccc1OCCC[n+]1ccccc1)c1c[nH]c2ccccc2ncc(c[nH]c2c(nc1)cccc2)C(=O)c1ccccc1OCCC[n+]1ccccc1.O.O.[Br-].[Br-],NaN,NaN,NaN,NaN,346,NaN,NaN
Cc1cc(sc1c1sc(c2c1cccc2)c1c(C)sc2c1cccc2)c1cc(c(s1)c1sc(c2c1cccc2)c1c(C)sc2c1cccc2)C,NaN,NaN,NaN,NaN,635,NaN,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2C)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2C)C,NaN,NaN,NaN,NaN,497,NaN,CH 2 Cl
C(Cn1c2ccc(cc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2CC(C)CC)CC,NaN,NaN,NaN,NaN,492,NaN,CH 2 Cl
c1ccc(cc1)n1c2ccc(cc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)c1ccccc1n2c1ccccc1,NaN,NaN,NaN,NaN,498,NaN,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)oc1c2cccc1)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)oc1c2cccc1)C,NaN,NaN,NaN,NaN,505,NaN,CH 2 Cl
Cc1cc(sc1c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1)c1cc(c(s1)c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1)C,NaN,NaN,NaN,NaN,510,NaN,CH 2 Cl
CCOC(=O)N,NaN,NaN,NaN,NaN,323,NaN,NaN
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,NaN,NaN,NaN,NaN,434,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C(=O)O,NaN,NaN,NaN,NaN,463,NaN,NaN
C(Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)n1c2ccccc2c2c1cccc2)c1ccc(s1)n1c2ccccc2c2c1cccc2)CC,NaN,NaN,NaN,NaN,323,NaN,NaN
C(COc1cc(c(cc1c1ccc(s1)n1c2ccccc2c2c1cccc2)OCC(C)CC)c1ccc(s1)n1c2ccccc2c2c1cccc2)CC,NaN,NaN,NaN,NaN,381,NaN,NaN
OC(=O)CN1C(=S)SC(=Cc2ccc(s2)c2ccc(s2)c2ccc3c(c2)c2ccccc2n3c2ccc3c(c2)C(C)(C)c2c3cccc2)C1=O,NaN,NaN,NaN,NaN,490,NaN,NaN
N#CC(=Cc1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,NaN,NaN,NaN,427,NaN,NaN
N#CC(=Cc1ccc(cc1)c1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,NaN,NaN,NaN,410,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc2c(c1)C1(c3c2ccc(c3)N(c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccc3c(c2)C(C)(C)c2c3cccc2)c2ccccc2c2c1cccc2)C(=O)O,NaN,NaN,NaN,NaN,428,NaN,NaN
N#CC1CC(N2C1C=CC=N2)C(=O)N,NaN,NaN,NaN,NaN,442,NaN,ethanol
N#CC(=C1c2cc(cnc2c2c1cccn2)n1c2ccc(cc2c2c1ccc(c2)C1(c2ccccc2)c2ccccc2c2c1cccc2)C1(c2ccccc2)c2ccccc2c2c1cccc2)C#N,NaN,NaN,NaN,NaN,361,NaN,NaN
CCCCC,NaN,NaN,NaN,NaN,556,NaN,Pentane
CCC1(CC)c2cc(ccc2c2c1cccc2)c1sc(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1sc(c2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2cccc1,NaN,NaN,NaN,NaN,495,NaN,CH 2 Cl
N#CC(=C1C=C(C=Cc2cc(c3cccs3)c(cc2c2cccs2)C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)C#N,NaN,NaN,NaN,NaN,464,NaN,DMF
C#CCN(CC#Cc1nn(c2c1c(=O)[nH]c(n2)NC(=O)C(C)C)[C@H]1C[C@@H]([C@H](O1)COC(c1ccc(cc1)OC)(c1ccc(cc1)OC)c1ccccc1)O)CC#C,NaN,NaN,NaN,NaN,274,NaN,methanol
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)C=Cc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,546,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)CCc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,458,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1nc2cc(C=Cc3ccc(cc3)N(c3ccc(cc3)C=Cc3ccc4c(c3)nc(c(n4)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc(cc3)C=Cc3ccc4c(c3)nc(c(n4)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)c3ccc4c(c3)C(C)(C)c3c4ccc(c3)N(c3ccccc3)c3ccccc3)ccc2nc1c1ccc2c(c1)C(C)(C)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,571,NaN,THF
CCCCCCCCCCCCNc1cc2oc3cc(=[N+](CC)CC)ccc3nc2c2c1cccc2.[Cl-],NaN,NaN,NaN,NaN,638,NaN,NaN
CCCCCCCCCCCCNc1cc2oc3cc(=[N+](C)C)ccc3nc2c2c1cccc2.[Cl-],NaN,NaN,NaN,NaN,629,NaN,NaN
O=C1CSC(=S)N1.CC(=O)O,NaN,NaN,NaN,NaN,550,NaN,NaN
CC1(C)c2cc(ccc2c2c1cccc2)[S]1C=CC2=C3C(=CCS3(c3ccccc3)c3cccc(c3)c3ccc4c(c3)C(C)(C)c3c4cccc3)[SiH]=C12,NaN,NaN,NaN,NaN,436,NaN,NaN
c1ccc(cc1)n1c2ccccc2c2c1ccc(c2)[S]1C=CC2=C3C(=CCS3(c3ccccc3)c3cccc(c3)c3ccc4c(c3)c3ccccc3n4c3ccccc3)[SiH]=C12,NaN,NaN,NaN,NaN,427,NaN,NaN
c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)n1ccc2c1nc(nc2c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,NaN,NaN,NaN,NaN,341,NaN,NaN
N#CC(=Cc1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O,NaN,NaN,NaN,NaN,608,NaN,NaN
N#CC(=Cc1ccc(s1)c1ccc2c3c1cccc3c1c2c(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)cccc2)C(=O)O,NaN,NaN,NaN,NaN,611,NaN,NaN
[CH-]1C=CC=C1.N#CC(=Cc1ccc(cc1)C#C[C-]1C=CC=C1)C#N.[Fe+2],NaN,NaN,NaN,NaN,520,7865,NaN
[CH-]1C=CC=C1.O=C1C(=Cc2ccc(cc2)C#C[C-]2C=CC=C2)Cc2c1cccc2.[Fe+2],NaN,NaN,NaN,NaN,470,7267,NaN
[CH-]1C=CC=C1.O=C1C(=Cc2ccc(cc2)C#C[C-]2C=CC=C2)C(=O)c2c1cccc2.[Fe+2],NaN,NaN,NaN,NaN,515,4477,NaN
[CH-]1C=CC=C1.N#CC(=C=Cc1ccc(cc1)C#C[C-]1C=CC=C1)C(=O)O.[Fe+2],NaN,NaN,NaN,NaN,492,26969,NaN
NC(=O)C[C@@H](C(=O)O)N,NaN,NaN,NaN,NaN,274,NaN,NaN
c1cnno1,NaN,NaN,NaN,NaN,294,NaN,chloroform
[S-]C(=[Se])C1CCCCC1.CCCC[N+](CCCC)(CCCC)CCCC,NaN,NaN,NaN,NaN,522,NaN,NaN
[S-]C(=[Se])C12CC3CC(C2)CC(C1)C3.CCCC[N+](CCCC)(CCCC)CCCC,NaN,NaN,NaN,NaN,575,NaN,NaN
[O-]C(=O)NC,NaN,NaN,NaN,NaN,446,NaN,NaN
[O-]C(=O)NCCC,NaN,NaN,NaN,NaN,446,NaN,NaN
CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CCC(C2)OC(=O)OCc1ccc2c3c1cccc3c1c3c2cccc3ccc1)C)C,NaN,NaN,NaN,NaN,447,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sc(cc1C)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C1C(=O)N(CC(C)CC)C(=O)C(=C1C)C#N,NaN,NaN,NaN,NaN,868,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sc(cc1C)C=C1C(=O)c2c(C1=C(C#N)C#N)cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,900,NaN,NaN
BrCCCC1=C(OC)C(=CC(=CC[N+](=O)[O-])C1)CCCBr,NaN,NaN,NaN,NaN,331,NaN,NaN
N#CCC=C1CC(=C(C(=C1)CCCBr)OC)CCCBr,NaN,NaN,NaN,NaN,332,NaN,NaN
BrCCCC1=C(OC)C(=CC(=CCBr)C1)CCCBr,NaN,NaN,NaN,NaN,269,NaN,NaN
Cn1c2ccc(cc2c2c1cc1c(c2)n(c2c1cc(C=Cc1ccc(cc1)c1nc3c(s1)cccc3)cc2)C)C=Cc1ccc(cc1)c1nc2c(s1)cccc2,NaN,NaN,NaN,NaN,408,NaN,NaN
C1(C)c2cc(ccc2c2c1cccc2)c1c2ccccc2c(c2c1cccc2)c1ccc(s1)c1ccc(s1)c1c2ccccc2c(c2c1cccc2)c1ccc2c(c1)C(C)(C)c1c2cccc1,NaN,NaN,NaN,NaN,402,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,400,NaN,NaN
Cc1ccc(cc1)n1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(cc1)c1ccc(cc1)c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N,NaN,NaN,NaN,NaN,369,NaN,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)cccc2)C.[Fe+2],NaN,NaN,NaN,NaN,693,27542.28703,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)ccc(c2)Br)C.[Fe+2],NaN,NaN,NaN,NaN,723,36307.80548,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)ccc(c2)C(F)(F)F)C.[Fe+2],NaN,NaN,NaN,NaN,740,38018.93963,NaN
[CH-]1C=CC=C1.COc1ccc2c(c1)C(=O)C(=C(C2=O)OC(C)C)[C-]1C=CC=C1.[Fe+2],NaN,NaN,NaN,NaN,681,27542.28703,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)cc1c(c2)OCO1)C.[Fe+2],NaN,NaN,NaN,NaN,691,33113.11215,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)cc1OCCOc1c2)C.[Fe+2],NaN,NaN,NaN,NaN,677,45708.81896,NaN
[CH-]1C=CC=C1.CCCCC1(CCCC)c2cc3C(=O)C(=C(C(=O)c3cc2c2c1cc(Br)cc2)[C-]1C=CC=C1)OC(C)C.[Fe+2],NaN,NaN,NaN,NaN,699,42657.95188,NaN
[CH-]1C=CC=C1.CC(OC1=C([C-]2C=CC=C2)C(=O)c2c(C1=O)ccc1c2OCCO1)C.[Fe+2],NaN,NaN,NaN,NaN,657,28183.82931,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)c1cc(C#N)c(cc1C#N)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)N(c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,413,NaN,NaN
NO,NaN,NaN,NaN,NaN,335,48460,NaN
F[B-](F)(F)F.COC(=O)CCCC1=[NH+]c2c(C1(C)C)c1ccccc1cc2,NaN,NaN,NaN,NaN,264,27570,NaN
COC(=O)CCCC1=[N+](C)c2c(C1(C)C)c1ccccc1cc2.[I-],NaN,NaN,NaN,NaN,276,55910,NaN
CCCC[n+]1ccc(cc1)c1ccc(s1)c1ccc2c(c1)[nH]c1c2ccc(c1)N(c1ccccc1)c1ccccc1.[I-],NaN,NaN,NaN,NaN,470,NaN,Dioxane
O1O[SiH]=[SiH][SiH2]1.Cc1ccc2c(c1)c(c1ccccc1)c1c(n2)cccc1,NaN,NaN,NaN,NaN,371,34800,NaN
O1O[SiH]=[SiH][SiH2]1.Clc1ccc2c(c1)c(c1ccccc1)c1c(n2)cccc1,NaN,NaN,NaN,NaN,376,13500,NaN
O1O[SiH]=[SiH][SiH2]1.[O-][N+](=O)c1ccc2c(c1)c(c1ccccc1)c1c(n2)cccc1,NaN,NaN,NaN,NaN,376,7900,NaN
O1O[SiH]=[SiH][SiH2]1.Fc1ccc(cc1)c1c2ccccc2nc2c1cccc2,NaN,NaN,NaN,NaN,368,15600,NaN
O1O[SiH]=[SiH][SiH2]1.Clc1ccc2c(c1)c(c1ccccc1F)c1c(n2)cccc1,NaN,NaN,NaN,NaN,380,14000,NaN
O1O[SiH]=[SiH][SiH2]1.c1ccc(cc1)c1c2ccccc2nc2c1cccc2,NaN,NaN,NaN,NaN,368,20200,NaN
c1ccc(cc1)c1ccc(nn1)C#Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1ccc(nn1)c1ccccc1)c1ccc(cc1)C#Cc1ccc(nn1)c1ccccc1,NaN,NaN,NaN,NaN,394,52601,dichloromethane
CN(c1ccc(cc1)C=Cc1nc(C#Cc2ccc(cc2)N(c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)N(C)C)cc(n2)C=Cc2ccc(cc2)N(C)C)c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)N(C)C)cc(n2)C=Cc2ccc(cc2)N(C)C)nc(c1)C=Cc1ccc(cc1)N(C)C)C,NaN,NaN,NaN,NaN,408,77057,dichloromethane
COc1ccc(cc1)C=Cc1nc(C#Cc2ccc(cc2)N(c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)OC)cc(n2)C=Cc2ccc(cc2)OC)c2ccc(cc2)C#Cc2nc(C=Cc3ccc(cc3)OC)cc(n2)C=Cc2ccc(cc2)OC)nc(c1)C=Cc1ccc(cc1)OC,NaN,NaN,NaN,NaN,376,134084,dichloromethane
CCC1(CC)c2cc(ccc2c2c1cc(cc2)Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccccc1)Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,312,NaN,MeOH
Clc1cc2c3c4c1c1c(Cl)cc5c6c1c(c4c(cc3c(=O)n(c2=O)CCCn1nnc(c1)c1ccc(cc1)Cc1nc(N)nc(n1)N)Cl)c(Cl)cc6c(=O)n(c5=O)CCCn1nnc(c1)c1ccc(cc1)Cc1nc(N)nc(n1)N,NaN,NaN,NaN,NaN,523,NaN,NaN
C1(Cc2nnn(c2)Cn2c(=O)c3cc(Cl)c4c5c3c(c2=O)cc(c5c2c3c4c(Cl)cc4c3c(cc2Cl)c(=O)n(c4=O)Cn2nnc(c2)C2(CC)C(=O)NC(=O)NC2=O)Cl)C(=O)NC(=O)NC1=O,NaN,NaN,NaN,NaN,522,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,NaN,NaN,NaN,NaN,378,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,NaN,NaN,NaN,NaN,404,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,NaN,NaN,NaN,NaN,424,NaN,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,NaN,NaN,NaN,NaN,440,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)Cc1ccc(cc1)Cc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,460,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)CNc1ccc(cc1)NCc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,459,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)Cn1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)Cc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,458,NaN,NaN
Cc1cc(sc1c1ccc(s1)c1ccc(s1)c1sccc1C)CNCc1sc(c(c1)C)c1ccc(s1)c1ccc(s1)c1sccc1C,NaN,NaN,NaN,NaN,459,NaN,NaN
CCCn1c(C)ccc1c1cc(cc(c1)c1ccc(n1CCC)C)c1c(C)cccc1C(=O)[O-],NaN,NaN,NaN,NaN,298,NaN,Methylcyclohexane
Cn1c2ccccc2c2c1cc(C=Cc1ccc(cc1)N(c1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)C=Cc1ccc3c(c1)n(C)c1c3cccc1)cc2,NaN,NaN,NaN,NaN,395,NaN,NaN
NCC(=O)O,NaN,NaN,NaN,NaN,464,NaN,CH 2 Cl 2 or CH 2 Cl 2 / DMSO
C[C@@H](C(=O)O)N,NaN,NaN,NaN,NaN,723,NaN,DMSO
C(COc1cc(C=Cc2ccc(c3c2nsn3)C=Cc2cc(OCC(C)CC)c(c(c2)OCC(C)CC)OCC(C)CC)cc(c1OCC(C)CC)OCC(C)CC)CC,NaN,NaN,NaN,NaN,485,NaN,DCM
CCCOc1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)C(=C(C#N)C#N)C#N)OCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,NaN,NaN,NaN,NaN,645,31000,NaN
