Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
14549,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,C1CCOC1,354,427,NaN,NaN,4.435270872,4575,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14550,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,C1COCCO1,353,426,NaN,NaN,4.624993302,4505,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14551,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,CCOC(C)=O,352,427,NaN,NaN,4.468745989,4627,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14552,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,ClC(Cl)Cl,359,432,NaN,NaN,4.327930805,4285,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14553,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,ClCCl,357,430,NaN,NaN,4.43512738,4403,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14554,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,CCO,354,426,NaN,NaN,4.401882822,4720,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14555,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,CO,351,426,NaN,NaN,4.434904076,4823,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14556,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,CN(C)C=O,355,438,NaN,NaN,4.321826184,5927,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14557,N#CC(C#N)=Cc1cn(-c2ccccc2)nc1-c1ccccc1,CS(C)=O,356,443,NaN,NaN,4.308414999,6078,NaN,NaN,NaN,296.33228,https://doi.org/10.1016/j.dyepig.2015.11.014
14558,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,Cc1ccccc1,353,407,NaN,NaN,4.324097172,4056,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14559,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,C1CCOC1,347,429,NaN,NaN,4.381512175,4565,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14560,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,C1COCCO1,348,408,NaN,NaN,4.411080712,4637,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14561,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CCOC(C)=O,346,427,NaN,NaN,4.47070443,4893,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14562,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,ClC(Cl)Cl,351,431,NaN,NaN,4.629501342,4460,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14563,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,ClCCl,348,428,NaN,NaN,4.490393961,4610,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14564,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CCO,347,423,NaN,NaN,4.404816618,5097,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14565,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CO,344,434,NaN,NaN,4.408426536,4922,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14566,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CN(C)C=O,347,434,NaN,NaN,4.416290934,4150,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14567,CCOC(=O)/C(C#N)=C\c1cn(-c2ccccc2)nc1-c1ccccc1,CS(C)=O,349,440,NaN,NaN,4.372875197,5385,NaN,NaN,NaN,343.38498,https://doi.org/10.1016/j.dyepig.2015.11.014
14568,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,Cc1ccccc1,405,460,NaN,NaN,4.333286022,3913,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14569,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C1CCOC1,402,459,NaN,NaN,4.478104542,4281,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14570,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C1COCCO1,399,461,NaN,NaN,4.455484402,4422,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14571,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CCOC(C)=O,399,487,NaN,NaN,4.604647179,4422,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14572,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,ClC(Cl)Cl,406,488,NaN,NaN,4.598429356,4144,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14573,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,ClCCl,403,489,NaN,NaN,4.669958084,4312,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14574,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CCO,402,497,NaN,NaN,4.539903733,4741,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14575,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CO,397,496,NaN,NaN,4.552729037,4785,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14576,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CN(C)C=O,405,504,NaN,NaN,4.576514112,4395,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14577,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CS(C)=O,409,509,NaN,NaN,4.619562866,4403,NaN,NaN,NaN,398.46792,https://doi.org/10.1016/j.dyepig.2015.11.014
14578,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,Cc1ccccc1,387,437,NaN,NaN,4.087319912,4073,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14579,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,C1CCOC1,381,453,NaN,NaN,4.338635752,4488,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14580,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,C1COCCO1,381,433,NaN,NaN,4.369790824,4883,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14581,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CCOC(C)=O,380,458,NaN,NaN,4.452139252,4850,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14582,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,ClC(Cl)Cl,383,435,NaN,NaN,4.457079148,4499,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14583,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,ClCCl,380,434,NaN,NaN,4.451540829,4605,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14584,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CCO,380,455,NaN,NaN,4.444716027,5112,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14585,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CO,377,452,NaN,NaN,4.383743576,4962,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14586,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CN(C)C=O,388,465,NaN,NaN,4.426185825,4655,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14587,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CS(C)=O,382,465,NaN,NaN,4.372912003,4689,NaN,NaN,NaN,404.49604,https://doi.org/10.1016/j.dyepig.2015.11.014
14588,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,Cc1ccccc1,369,416,NaN,NaN,4.502413463,4095,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14589,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,C1CCOC1,365,429,NaN,NaN,4.549138191,4470,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14590,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,C1COCCO1,366,407,NaN,NaN,4.533962608,4252,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14591,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CCOC(C)=O,364,422,NaN,NaN,4.748071683,4299,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14592,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,ClC(Cl)Cl,368,432,NaN,NaN,4.712287639,4269,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14593,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,ClCCl,368,436,NaN,NaN,4.572499854,4381,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14594,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CCO,367,427,NaN,NaN,4.538623996,4534,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14595,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CO,364,430,NaN,NaN,4.576468049,4950,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14596,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CN(C)C=O,367,435,NaN,NaN,4.460266229,4381,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14597,CC1=NN(c2ccccc2)C(=O)/C1=C/c1cn(-c2ccccc2)nc1-c1ccccc1,CS(C)=O,370,437,NaN,NaN,2.980911938,4534,NaN,NaN,NaN,404.4718,https://doi.org/10.1016/j.dyepig.2015.11.014
14598,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,Cc1ccccc1,409,480,NaN,NaN,4.494877816,3888,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14599,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,C1CCOC1,406,489,NaN,NaN,4.554961357,4196,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14600,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,C1COCCO1,405,482,NaN,NaN,4.660561935,4343,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14601,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CCOC(C)=O,402,487,NaN,NaN,4.740260026,4439,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14602,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,ClC(Cl)Cl,405,493,NaN,NaN,4.806430978,4269,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14603,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,ClCCl,404,502,NaN,NaN,4.800194511,4491,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14604,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CCO,400,507,NaN,NaN,4.642682108,5233,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14605,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CO,352,504,NaN,NaN,4.459317083,NaN,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14606,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CN(C)C=O,381,505,NaN,NaN,4.097569639,NaN,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14607,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1c(O)c2ccccc2oc1=O,CS(C)=O,401,510,NaN,NaN,4.41848359,NaN,NaN,NaN,NaN,434.44992,https://doi.org/10.1016/j.dyepig.2015.11.014
14608,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,Cc1ccccc1,422,542,NaN,NaN,4.531044405,4833,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14609,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,C1CCOC1,423,556,NaN,NaN,4.578696501,4624,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14610,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,C1COCCO1,418,548,NaN,NaN,4.651374944,4666,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14611,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CCOC(C)=O,420,564,NaN,NaN,4.925471957,4762,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14612,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,ClC(Cl)Cl,425,550,NaN,NaN,4.679700381,4558,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14613,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,ClCCl,423,550,NaN,NaN,4.77458995,4624,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14614,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CCO,422,564,NaN,NaN,4.719828286,4834,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14615,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CO,417,561,NaN,NaN,4.672144057,4928,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14616,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CN(C)C=O,427,565,NaN,NaN,4.686618397,4652,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14617,CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CS(C)=O,432,578,NaN,NaN,4.568401219,4676,NaN,NaN,NaN,416.52656,https://doi.org/10.1016/j.dyepig.2015.11.014
14618,CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,c1ccccc1,336,463,NaN,0.49,3.959041392,NaN,NaN,NaN,NaN,495.4501,https://doi.org/10.1016/j.dyepig.2009.04.006
14619,CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,ClCCl,334,467,NaN,0.56,3.973127854,NaN,NaN,NaN,NaN,495.4501,https://doi.org/10.1016/j.dyepig.2009.04.006
14620,CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,C1CCOC1,336,469,NaN,0.46,4.037426498,NaN,NaN,NaN,NaN,495.4501,https://doi.org/10.1016/j.dyepig.2009.04.006
14621,CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,CC#N,336,469,NaN,0.46,4.008600172,NaN,NaN,NaN,NaN,495.4501,https://doi.org/10.1016/j.dyepig.2009.04.006
14622,CCN1c2ccc(-c3cc(C(F)(F)F)[nH]n3)cc2Sc2cc(-c3cc(C(F)(F)F)[nH]n3)ccc21,CN(C)C=O,336,464,NaN,0.75,3.838849091,NaN,NaN,NaN,NaN,495.4501,https://doi.org/10.1016/j.dyepig.2009.04.006
14623,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,c1ccccc1,338,458,NaN,0.18,4.100370545,NaN,NaN,NaN,NaN,511.6515,https://doi.org/10.1016/j.dyepig.2009.04.006
14624,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,ClCCl,336,461,NaN,0.24,4.190331698,NaN,NaN,NaN,NaN,511.6515,https://doi.org/10.1016/j.dyepig.2009.04.006
14625,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,C1CCOC1,338,461,NaN,0.23,4.086359831,NaN,NaN,NaN,NaN,511.6515,https://doi.org/10.1016/j.dyepig.2009.04.006
14626,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,CC#N,338,463,NaN,0.23,4.139879086,NaN,NaN,NaN,NaN,511.6515,https://doi.org/10.1016/j.dyepig.2009.04.006
14627,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,CN(C)C=O,336,458,NaN,0.24,4.149219113,NaN,NaN,NaN,NaN,511.6515,https://doi.org/10.1016/j.dyepig.2009.04.006
14628,CCN1c2ccc(C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)cc2Sc2cc(C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)ccc21,ClCCl,525,639,NaN,0.46,4.374748346,NaN,NaN,NaN,NaN,615.21762,https://doi.org/10.1016/j.dyepig.2009.04.006
14629,CCCCC(CC)COc1cc(OCC(CC)CCCC)c2c#cc3ccc4oc5ccc(c#cc6cc(c#cc7ccc8oc9ccc(c#cc1c2)cc9c8c7)c(C(CCCC)OCCC)cc6C(CCCC)OCCC)cc5c4c3,ClCCl,328,377,NaN,0.57,NaN,NaN,NaN,NaN,NaN,1093.49696,https://doi.org/10.1016/j.tet.2018.03.072
14630,CCCCC(CC)COc1cc(OCC(CC)CCCC)c2c#cc3ccc4sc5ccc(c#cc6cc(c#cc7ccc8sc9ccc(c#cc1c2)cc9c8c7)c(C(CCCC)OCCC)cc6C(CCCC)OCCC)cc5c4c3,ClCCl,333,377,NaN,0.22,NaN,NaN,NaN,NaN,NaN,1125.63096,https://doi.org/10.1016/j.tet.2018.03.072
14631,CCCCC(CC)COc1cc(OCC(CC)CCCC)c2c#cc3ccc4c(c3)c3cc(c#cc5cc(c#cc6ccc7c(c6)c6cc(c#cc1c2)ccc6n7CC(CC)CCCC)c(C(CCCC)OCCC)cc5C(CCCC)OCCC)ccc3n4CC(CC)CCCC,ClCCl,340,388,NaN,0.32,NaN,NaN,NaN,NaN,NaN,1315.95892,https://doi.org/10.1016/j.tet.2018.03.072
14632,CCCCCCCCOc1ccc(C#Cc2ccc3oc4ccccc4c3c2)c(OCCCCCCCC)c1,ClCCl,314,373,NaN,0.45,NaN,NaN,NaN,NaN,NaN,524.74236,https://doi.org/10.1016/j.tet.2018.03.072
14633,CCCCCCCCOc1ccc(C#Cc2ccc3c(c2)c2ccccc2n3CCCCCCCC)c(OCCCCCCCC)c1,ClCCl,319,375,NaN,0.33,NaN,NaN,NaN,NaN,NaN,635.97334,https://doi.org/10.1016/j.tet.2018.03.072
14634,O=C1CC(c2ccc(Cl)cc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,410,434,NaN,NaN,3.77815125,NaN,NaN,NaN,NaN,410.8591,https://doi.org/10.1016/j.tetlet.2014.04.072
14635,O=C1CC(c2ccc([N+](=O)[O-])cc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,408,432,NaN,NaN,3.602059991,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14636,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,409,428,NaN,NaN,4,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14637,Cc1ccc(C2CC(=O)Oc3c2c2nc4ccccc4nc2c2ccccc32)cc1,ClC(Cl)Cl,410,440,NaN,NaN,4.041392685,NaN,NaN,NaN,NaN,390.44092,https://doi.org/10.1016/j.tetlet.2014.04.072
14638,COc1ccc(C2CC(=O)Oc3c2c2nc4ccccc4nc2c2ccccc32)cc1,ClC(Cl)Cl,406,449,NaN,NaN,4.255272505,NaN,NaN,NaN,NaN,406.43992,https://doi.org/10.1016/j.tetlet.2014.04.072
14639,O=C1CC(c2ccc(F)cc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,410,437,NaN,NaN,4,NaN,NaN,NaN,NaN,394.4041,https://doi.org/10.1016/j.tetlet.2014.04.072
14640,O=C1CC(c2ccc(C(F)(F)F)cc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,409,433,NaN,NaN,3.954242509,NaN,NaN,NaN,NaN,444.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14641,Cc1ccccc1C1CC(=O)Oc2c1c1nc3ccccc3nc1c1ccccc21,ClC(Cl)Cl,410,434,NaN,NaN,4.041392685,NaN,NaN,NaN,NaN,390.44092,https://doi.org/10.1016/j.tetlet.2014.04.072
14642,O=C1CC(c2ccccc2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,ClC(Cl)Cl,410,431,NaN,NaN,4.079181246,NaN,NaN,NaN,NaN,376.41404,https://doi.org/10.1016/j.tetlet.2014.04.072
14643,Cc1ccc2nc3c4c(c5ccccc5c3nc2c1)OC(=O)CC4c1ccc(F)cc1,ClC(Cl)Cl,411,431,NaN,NaN,4.079181246,NaN,NaN,NaN,NaN,408.43098,https://doi.org/10.1016/j.tetlet.2014.04.072
14644,Cc1ccc2nc3c4c(c5ccccc5c3nc2c1)OC(=O)CC4c1ccc(C(F)(F)F)cc1,ClC(Cl)Cl,411,430,NaN,NaN,4.146128036,NaN,NaN,NaN,NaN,458.43798,https://doi.org/10.1016/j.tetlet.2014.04.072
14645,Cc1ccc(C2CC(=O)Oc3c2c2nc4ccc(C)cc4nc2c2ccccc32)cc1,ClC(Cl)Cl,411,442,NaN,NaN,3.77815125,NaN,NaN,NaN,NaN,404.4678,https://doi.org/10.1016/j.tetlet.2014.04.072
14646,COc1cc(C2CC(=O)Oc3c2c2nc4ccc(C)cc4nc2c2ccccc32)cc(OC)c1OC,ClC(Cl)Cl,412,439,NaN,NaN,4.176091259,NaN,NaN,NaN,NaN,480.51856,https://doi.org/10.1016/j.tetlet.2014.04.072
14647,O=C1CC(c2ccc([N+](=O)[O-])cc2)c2c(c3ccccc3c3nc4cc(Cl)c(Cl)cc4nc23)O1,ClC(Cl)Cl,421,439,NaN,NaN,4.176091259,NaN,NaN,NaN,NaN,490.30122,https://doi.org/10.1016/j.tetlet.2014.04.072
14648,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CCCCCC,407,417,NaN,NaN,3.77815125,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14649,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CCOC(C)=O,409,429,NaN,NaN,4.176091259,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14650,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CN(C)C=O,410,443,NaN,NaN,4.255272505,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14651,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CS(C)=O,412,452,NaN,NaN,4.079181246,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14652,O=C1CC(c2cccc([N+](=O)[O-])c2)c2c(c3ccccc3c3nc4ccccc4nc23)O1,CO,407,452,NaN,NaN,3.698970004,NaN,NaN,NaN,NaN,421.4111,https://doi.org/10.1016/j.tetlet.2014.04.072
14653,F[B-]1(F)n2ccnc2-c2cccc[n+]21,CCCCCC,297,337,NaN,0.03,NaN,NaN,NaN,NaN,NaN,192.96364,https://doi.org/10.1016/j.jfluchem.2011.06.018
14654,F[B-]1(F)n2ccnc2-c2cccc[n+]21,C1CCCCC1,298,338,NaN,0.03,NaN,NaN,NaN,NaN,NaN,192.96364,https://doi.org/10.1016/j.jfluchem.2011.06.018
14655,F[B-]1(F)n2ccnc2-c2cccc[n+]21,ClC(Cl)Cl,300,356,NaN,0.14,NaN,NaN,NaN,NaN,NaN,192.96364,https://doi.org/10.1016/j.jfluchem.2011.06.018
