smiles,solvent,quantum_yield
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CCCCCC,0.32
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,Cc1ccccc1,0.31
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CC#N,0.24
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CN(C)C=O,0.27
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,ClCCl,0.36
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CCCCCC,0.34
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,Cc1ccccc1,0.34
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CC#N,0.49
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CN(C)C=O,0.45
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl,0.6
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CCCCCC,0.64
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,Cc1ccccc1,0.59
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CC#N,0.36
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CN(C)C=O,0.32
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl,0.5
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CCCCCC,0.46
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,Cc1ccccc1,0.51
c1cc2ccc3ccc4cc3c2cc1c1ccc2ccc3ccc(cc3c2c1)c1ccc2ccc3ccc4cc3c2c1,Cc1ccccc1,0.75
c1cc2ccc3ccc4cc3c2cc1c1ccc2ccc3ccc(cc3c2c1)c1ccc2c(c1)c1cc4ccc1[C@]13OCCO[C@]21OCCO3,Cc1ccccc1,0.78
c1cc2cc(c1)c1ccc3ccc4ccc(cc4c3c1)c1ccc3ccc4ccc(cc4c3c1)c1cccc2c1,Cc1ccccc1,0.92
c1cc2ccc3ccc4cc3c2cc1c1ccc2c(c1)c1cc(ccc1[C@]13OCCO[C@]21OCCO3)c1ccc2c(c1)c1cc4ccc1[C@]13OCCO[C@]21OCCO3,Cc1ccccc1,0.63
c1cc2cc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc(c1)c1cccc2c1,ClC(Cl)Cl,0.06
c1ccc(-c2cc3cccc[n+]3[b-]3ccc(-c4cc[b-]5c(c4)c(-c4ccccc4)cc4cccc[n+]54)cc32)cc1,C1CCCCC1,0.16
c1ccc(-c2cc3cccc[n+]3[b-]3c(-c4cccc5[b-]4[n+]4ccccc4cc5-c4ccccc4)cccc32)cc1,C1CCCCC1,0.02
CCCCc1cc2cccc[n+]2[b-]2ccc(-c3cc[b-]4c(c3)c(CCCC)cc3cccc[n+]43)cc21,C1CCCCC1,0.05
CCCCc1cc2cccc[n+]2[b-]2c(-c3cccc4[b-]3[n+]3ccccc3cc4CCCC)cccc21,C1CCCCC1,0.03
CCCCC#Cc1cccc2cc(CCCC)c3cc(-c4cc[b-]5c(c4)c(CCCC)cc4cccc(C#CCCCC)[n+]54)cc[b-]3[n+]12,C1CCCCC1,0.12
CCCCc1cc2cccc3cc(CCCC)c4cc(-c5cc6[b-]7c(c5)c(CCCC)cc5cccc(cc6CCCC)[n+]75)cc1[b-]4[n+]23,C1CCCCC1,0.06
C(#Cc1cccc2cc(-c3ccccc3)c3cc(-c4cc[b-]5c(c4)c(-c4ccccc4)cc4cccc(C#Cc6ccccc6)[n+]54)cc[b-]3[n+]12)c1ccccc1,C1CCCCC1,0.02
c1ccc(-c2cc3cccc4cc(-c5ccccc5)c5cc(-c6cc7[b-]8c(c6)c(-c6ccccc6)cc6cccc(cc7-c7ccccc7)[n+]86)cc2[b-]5[n+]34)cc1,C1CCCCC1,0.12
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,ClCCl,0.325
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,ClCCl,0.24
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,ClCCl,0.292
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,ClCCl,0.916
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,ClCCl,0.829
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,ClCCl,0.827
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,ClCCl,0.653
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,ClCCl,0.673
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,C1CCCCC1,0.717
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,C1CCCCC1,0.31
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,C1CCCCC1,0.338
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,C1CCCCC1,0.926
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,C1CCCCC1,0.931
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,C1CCCCC1,0.852
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,C1CCCCC1,0.635
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,C1CCCCC1,0.699
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,CCOC(C)=O,0.233
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,CCOC(C)=O,0.195
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,CCOC(C)=O,0.202
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,CCOC(C)=O,0.885
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,CCOC(C)=O,0.685
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,CCOC(C)=O,0.733
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,CCOC(C)=O,0.634
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,CCOC(C)=O,0.627
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,CN(C)C=O,0.023
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,CN(C)C=O,0.013
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,CN(C)C=O,0.015
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,CN(C)C=O,0.296
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,CN(C)C=O,0.37
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,CN(C)C=O,0.562
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,CN(C)C=O,0.51
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,CN(C)C=O,0.483
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3cnn(-c4ccccc4)c3nc12,CO,0.002
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(-c4ccccc4)c3nc12,CO,0.002
CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(-c4ccccc4)nn(C)c3nc12,CO,0.002
CCN(CC)c1ccc2c(c1)oc(=O)c1cnc3c(cnn3-c3ccccc3)c12,CO,0.222
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(cnn3-c3ccccc3)c12,CO,0.294
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(C)nn3-c3ccccc3)c12,CO,0.428
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3-c3ccccc3)c12,CO,0.396
CCN(CC)c1ccc2c(c1)oc(=O)c1c(C)nc3c(c(-c4ccccc4)nn3C)c12,CO,0.43
COc1ccc(OC)c(C=O)c1,ClC(Cl)Cl,0.01
COc1ccc(OC)c(C=O)c1,CO,0.22
O=Cc1cc(O)ccc1O,CO,0.0001
COc1ccc(O)c(C=O)c1,CO,0.03
COc1ccc(OC)c(C(C)=O)c1,CO,0.1
COC(=O)c1cc(OC)ccc1OC,CO,0.64
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,O,0.11
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CO,0.22
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CCO,0.25
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CCCO,0.27
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CC(C)O,0.24
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CCCCO,0.32
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CC(C)CO,0.29
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CC(C)(C)O,0.19
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CN(C)C=O,0.02
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,CNC=O,0.1
COCCOCCOCCOCCOc1ccc(OCCOCCOCCOCCOC)c(C=O)c1,NC=O,0.43
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,O,0.55
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CO,0.22
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CCO,0.18
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CCCO,0.14
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CC(C)O,0.11
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CCCCO,0.09
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CC(C)CO,0.1
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CC(C)(C)O,0.12
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CN(C)C=O,0.04
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,CNC=O,0.05
COCCOCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOCCOC)cc1C=O,NC=O,0.31
COc1ccc(OC)c(C=O)c1,CCCO,0.31
COc1ccc(OC)c(C=O)c1,CCO,0.26
COc1ccc(OC)c(C=O)c1,C1COCCO1,0.0001
COc1ccc(OC)c(C=O)c1,C1CCOC1,0.0001
COc1ccc(OC)c(C=O)c1,CC(C)=O,0.01
COc1ccc(OC)c(C=O)c1,CC#N,0.0001
COc1ccc(OC)c(C=O)c1,CN(C)C=O,0.0001
COc1ccc(OC)c(C=O)c1,CN(C)P(=O)(N(C)C)N(C)C,0.0001
COc1ccc(OC)c(C=O)c1,CS(C)=O,0.04
COc1ccc(OC)c(C=O)c1,CNC=O,0.11
COc1ccc(OC)c(C=O)c1,NC=O,0.48
O=Cc1cc(O)ccc1O,CCCO,0.03
O=Cc1cc(O)ccc1O,CCO,0.04
O=Cc1cc(O)ccc1O,C1COCCO1,0.0001
O=Cc1cc(O)ccc1O,C1CCOC1,0.0001
O=Cc1cc(O)ccc1O,CC(C)=O,0.01
O=Cc1cc(O)ccc1O,CC#N,0.0001
O=Cc1cc(O)ccc1O,CN(C)C=O,0.06
O=Cc1cc(O)ccc1O,CN(C)P(=O)(N(C)C)N(C)C,0.14
O=Cc1cc(O)ccc1O,CS(C)=O,0.17
O=Cc1cc(O)ccc1O,CNC=O,0.14
O=Cc1cc(O)ccc1O,NC=O,0.07
COCCOc1ccc(OCCOC)c(C=O)c1,O,0.11
COCCOc1ccc(OCCOC)c(C=O)c1,CO,0.24
COCCOc1ccc(OCCOC)c(C=O)c1,CCO,0.2
COCCOc1ccc(OCCOC)c(C=O)c1,CCCO,0.25
COCCOc1ccc(OCCOC)c(C=O)c1,CC(C)O,0.21
COCCOc1ccc(OCCOC)c(C=O)c1,CCCCO,0.23
COCCOc1ccc(OCCOC)c(C=O)c1,CC(C)CO,0.21
COCCOc1ccc(OCCOC)c(C=O)c1,CC(C)(C)O,0.13
COCCOc1ccc(OCCOC)c(C=O)c1,CN(C)C=O,0.03
COCCOc1ccc(OCCOC)c(C=O)c1,CNC=O,0.14
COCCOc1ccc(OCCOC)c(C=O)c1,NC=O,0.44
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,O,0.11
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CO,0.25
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CCO,0.2
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CCCO,0.23
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CC(C)O,0.2
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CCCCO,0.22
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CC(C)CO,0.2
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CC(C)(C)O,0.13
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CN(C)C=O,0.02
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,CNC=O,0.14
COCCOCCOCCOc1ccc(OCCOCCOCCOC)c(C=O)c1,NC=O,0.43
COCCOc1cc(C=O)c(OCCOC)cc1C=O,O,0.54
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CO,0.22
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CCO,0.18
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CCCO,0.19
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)O,0.1
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CCCCO,0.17
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)CO,0.1
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CC(C)(C)O,0.11
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CN(C)C=O,0.03
COCCOc1cc(C=O)c(OCCOC)cc1C=O,CNC=O,0.08
COCCOc1cc(C=O)c(OCCOC)cc1C=O,NC=O,0.3
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,O,0.55
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CO,0.22
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CCO,0.15
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CCCO,0.15
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CC(C)O,0.08
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CCCCO,0.14
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CC(C)CO,0.09
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CC(C)(C)O,0.12
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CN(C)C=O,0.05
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,CNC=O,0.03
COCCOCCOc1cc(C=O)c(OCCOCCOC)cc1C=O,NC=O,0.26
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,O,0.54
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CO,0.23
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CCO,0.19
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CCCO,0.16
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CC(C)O,0.11
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CCCCO,0.13
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CC(C)CO,0.12
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CC(C)(C)O,0.12
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CN(C)C=O,0.04
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,CNC=O,0.08
COCCOCCOCCOc1cc(C=O)c(OCCOCCOCCOC)cc1C=O,NC=O,0.31
CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CCCCCC,0.46
CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,C1CCOC1,0.14
CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,0.05
CC1=N/C(=C\c2cc(N(C)C)ccc2C#N)C(=O)N1C,CCCCCC,0.6
CC1=N/C(=C\c2cc(N(C)C)ccc2C#N)C(=O)N1C,C1CCOC1,0.19
CC1=N/C(=C\c2cc(N(C)C)ccc2C#N)C(=O)N1C,CC#N,0.07
CC1=N/C(=C\c2cc(C#N)cc(N(C)C)c2)C(=O)N1C,CCCCCC,0.45
CC1=N/C(=C\c2cc(C#N)cc(N(C)C)c2)C(=O)N1C,C1CCOC1,0.14
CC1=N/C(=C\c2cc(C#N)cc(N(C)C)c2)C(=O)N1C,CC#N,0.05
CC1=N/C(=C\c2ccc(C#N)c(N(C)C)c2)C(=O)N1C,CCCCCC,0.41
CC1=N/C(=C\c2ccc(C#N)c(N(C)C)c2)C(=O)N1C,C1CCOC1,0.07
CC1=N/C(=C\c2ccc(C#N)c(N(C)C)c2)C(=O)N1C,CC#N,0.02
COc1ccc(-c2nc3ccccc3nc2-c2ccc(OC)cc2)cc1,ClC(Cl)Cl,0.18
c1ccc(-c2nc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3nc2-c2ccccc2)cc1,ClC(Cl)Cl,0.51
CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,ClC(Cl)Cl,0.3
CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,ClC(Cl)Cl,0.01
CCCCC1(c2ccc(OC)cc2)Nc2ccccc2N=C1c1ccc(OC)cc1,ClC(Cl)Cl,0.52
CCCCC1(c2ccccc2)Nc2c(-c3ccc(OC)cc3)ccc(-c3ccc(OC)cc3)c2N=C1c1ccccc1,ClC(Cl)Cl,0.45
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)C)cc3)ccc(-c3ccc(N(C)C)cc3)c2N=C1c1ccccc1,ClC(Cl)Cl,0.16
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)c4ccccc4)cc3)ccc(-c3ccc(N(C)c4ccccc4)cc3)c2N=C1c1ccccc1,ClC(Cl)Cl,0.01
O=C1[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C(=O)N1c1cccc2cc3ccccc3cc12,ClC(Cl)Cl,0.26
O=C1[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C(=O)N1c1ccc2cc3ccccc3cc2c1,ClC(Cl)Cl,0.24
O=C1[C@H]2[C@@H]3C[C@@H](c4c3c(-c3ccccc3)c3ccccc3c4-c3ccccc3)[C@H]2C(=O)N1c1cccc2cc3ccccc3cc12,ClC(Cl)Cl,0.28
CC1(C)c2ccccc2-n2c(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc3cccc1c32,Cc1ccccc1,0.31
CC1(C)c2ccccc2-n2c(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nc3cccc1c32,Cc1ccccc1,0.08
CC1(C)c2ccccc2N(c2ccc(-c3nc4cccc5c4n3-c3ccccc3C5(C)C)cc2)c2ccccc21,Cc1ccccc1,0.34
CC1(C)c2ccccc2-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3cccc1c32,Cc1ccccc1,0.99
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)c2cc(N(c4ccc(C)cc4)c4ccc(C)cc4)ccc2n3-c2ccc(-c3nc4cccc5c4n3-c3ccccc3C5(C)C)cc2)cc1,Cc1ccccc1,0.85
CC1(C)c2ccccc2-n2c(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc3cccc1c32,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.71
CC1(C)c2ccccc2-n2c(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nc3cccc1c32,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.05
CC1(C)c2ccccc2N(c2ccc(-c3nc4cccc5c4n3-c3ccccc3C5(C)C)cc2)c2ccccc21,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.51
CC1(C)c2ccccc2-n2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc3cccc1c32,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.85
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c(c2)c2cc(N(c4ccc(C)cc4)c4ccc(C)cc4)ccc2n3-c2ccc(-c3nc4cccc5c4n3-c3ccccc3C5(C)C)cc2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.45
Nc1ccccc1/C=C/C(F)(F)F,C1CCOC1,0.77
Cc1ccc(/C=C/C(F)(F)F)c(N)c1,C1CCOC1,0.62
COc1ccc(/C=C/C(F)(F)F)c(N)c1,C1CCOC1,0.32
N#Cc1ccc(/C=C/C(F)(F)F)c(N)c1,C1CCOC1,0.82
COC(=O)c1ccc(/C=C/C(F)(F)F)c(N)c1,C1CCOC1,0.74
CCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1c2=O,C1CCCCC1,0.03
CCCCCCCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC)c(C)c1c2=O,C1CCCCC1,0.02
CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OC)n1C)c2=O,C1CCCCC1,0.03
CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O,C1CCCCC1,0.05
CCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC(C)(C)C)c(C)c1c2=O,c1ccccc1,0.16
CCCCCCCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC)c(C)c1c2=O,c1ccccc1,0.1
CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OC)n1C)c2=O,c1ccccc1,0.18
CCC1=C(C)C(=O)n2c1cc1c(c(C)c(C(=O)OCC(C)C)n1CC(C)C)c2=O,c1ccccc1,0.22
